i,j
18177,18065
18135,18065
55001,55021
55077,55021
55027,55021
55047,55021
55019,55017
55107,55017
55119,55017
39061,21037
39025,21037
18149,18127
18091,18127
26021,18127
55133,55055
55027,55055
37035,37027
37189,37027
37003,37027
37193,37027
21161,21023
39025,21023
39015,21023
45067,45043
45051,45043
27135,27007
27061,27007
27077,27007
27071,27007
37003,37035
37097,37035
37179,37119
37025,37119
37097,37119
47091,37189
37009,37189
37193,37189
39017,39061
39025,39061
39165,39061
21175,21153
21071,21153
21115,21153
21161,21069
21205,21069
21135,21069
21205,21175
21063,21175
21115,21175
21127,21175
51191,47091
37009,47091
51077,47091
55077,55001
55141,55001
55137,55001
55097,55001
18177,18161
39017,18161
39135,18161
45031,45041
45067,45041
45069,45041
45033,45041
45025,37179
37025,37179
37007,37179
37167,37179
45025,45031
45069,45031
18049,18149
18091,18149
18099,18149
18141,18149
39015,21161
21135,21161
39001,21161
55141,55019
55119,55019
55073,55019
18049,18103
18053,18103
18169,18103
21063,21205
21135,21205
21043,21205
37007,45025
45069,45025
37153,45025
51167,51051
21195,51051
51027,51051
18053,18035
18135,18035
18009,18035
18075,18035
21115,21071
21195,21071
21159,21071
18169,18049
18099,18049
18085,18049
55047,55077
55137,55077
39135,18177
18135,18177
39037,18177
39135,39017
39165,39017
39113,39017
51167,51191
51173,51191
51077,51191
18169,18053
18009,18053
18069,18053
18179,18053
39015,39025
39165,39025
39027,39025
37097,37003
37193,37003
26021,18091
18141,18091
51027,51167
51173,51167
51185,51167
27077,27135
55097,55141
55073,55141
55027,55133
55131,55133
55101,55133
55079,55133
55089,55133
55107,55129
55113,55129
55031,55129
55007,55129
21043,21063
21127,21063
21159,21115
21127,21115
39001,39015
39071,39015
39027,39015
55047,55027
55131,55027
55039,55027
37193,37009
37005,37009
51077,37009
55031,27017
27137,27017
26021,17097
55059,17097
26159,17097
26005,17097
37097,37025
37167,37025
37159,37025
39113,39135
39037,39135
18069,18169
18085,18169
18183,18169
55119,55107
55113,55107
55099,55107
37193,37097
37159,37097
37059,37097
37197,37097
51027,21195
21159,21195
54059,21195
18141,18099
18085,18099
18039,18099
45051,45067
45033,45067
21043,21135
39001,21135
21089,21135
39145,21135
18141,26021
26027,26021
26159,26021
55137,55047
55039,55047
55139,55047
18075,18135
39037,18135
45069,37007
37167,37007
37153,37007
37123,37007
18075,18009
18179,18009
37005,37193
37197,37193
37171,37193
39113,39165
39027,39165
39057,39165
21127,21043
21089,21043
21019,21043
27071,27061
27137,27061
45033,45069
37153,45069
37165,45069
37155,45069
54059,51027
51185,51027
54047,51027
55097,55137
55139,55137
55135,55137
21127,21159
54059,21159
54099,21159
37159,37167
37153,37167
37123,37167
37057,37167
37059,37159
37123,37159
37057,37159
55101,55059
26005,55059
21019,21127
54099,21127
39071,39001
39145,39001
39131,39001
18179,18069
18183,18069
18003,18069
55073,55119
55099,55119
55069,55119
51077,51173
51185,51173
51197,51173
51021,51173
18039,18141
26027,18141
45033,45051
37155,45051
37047,45051
37019,45051
37155,45033
37047,45033
18183,18085
18039,18085
18113,18085
39037,18075
18179,18075
18001,18075
39107,18075
55039,55131
55079,55131
55089,55131
55117,55131
39037,39113
39057,39113
39109,39113
39023,39113
55073,55097
55135,55097
55115,55097
51077,37005
37171,37005
39109,39037
39107,39037
39149,39037
55079,55101
26005,55101
26139,55101
55031,55113
55099,55113
55007,55113
55003,55113
18001,18179
18003,18179
27137,55031
55007,55031
27075,55031
37171,51077
51197,51077
51035,51077
39027,39071
39131,39071
39047,39071
39141,39071
37123,37153
37165,37153
37093,37153
37125,37153
39057,39027
39047,39027
37197,37059
37057,37059
37067,37059
55139,55039
55015,55039
55117,55039
54099,54059
54047,54059
54045,54059
54109,54059
54043,54059
21019,21089
39145,21089
39087,21089
54047,51185
51021,51185
54055,51185
18113,18183
18003,18183
27071,27077
37171,37197
37067,37197
55135,55073
55069,55073
55115,55073
55067,55073
54099,21019
39087,21019
37057,37123
37125,37123
37151,37123
37155,37165
37093,37165
37125,37165
55089,55079
26139,55079
26121,55079
39087,54099
54043,54099
54011,54099
39047,39057
39023,39057
39097,39057
55135,55139
55015,55139
55087,55139
26027,18039
18113,18039
18087,18039
26149,18039
54109,54047
54055,54047
39023,39109
39149,39109
39021,39109
39131,39145
39087,39145
39079,39145
39107,18001
18003,18001
39161,18001
37067,37057
37151,37057
37081,37057
39149,39107
39161,39107
39011,39107
37067,37171
51035,37171
37169,37171
51141,37171
54109,54045
54043,54045
54005,54045
55087,55135
55115,55135
51021,51197
51035,51197
51155,51197
37047,37155
37093,37155
37017,37155
37051,37155
27137,27071
26159,26027
26149,26027
26077,26027
55069,55099
55003,55099
55085,55099
55051,55099
55125,55099
39141,39131
39079,39131
18003,18113
18087,18113
18033,18113
18151,18113
39161,18003
18033,18003
39125,18003
39039,18003
26005,26159
26149,26159
26077,26159
39141,39047
39097,39047
39129,39047
55117,55089
26121,55089
26127,55089
26139,26005
26077,26005
26015,26005
26081,26005
37169,37067
37081,37067
37157,37067
54011,39087
39079,39087
39053,39087
54055,51021
51155,51021
51071,51021
39021,39023
39097,39023
39011,39149
39021,39149
39091,39149
37019,37047
37017,37047
37141,37047
54005,54109
54055,54109
54081,54109
54011,54043
54005,54043
54079,54043
54039,54043
37125,37093
37051,37093
51155,51035
51141,51035
51063,51035
37151,37125
37051,37125
37105,37125
37037,37125
37085,37125
55067,55069
55085,55069
37081,37151
37037,37151
37001,37151
55117,55015
55087,55015
55009,55015
55071,55015
39053,54011
54079,54011
54053,54011
18033,18087
26149,18087
18151,18087
26023,18087
39079,39141
39129,39141
39163,39141
39073,39141
39011,39161
39125,39161
39003,39161
39137,39161
26127,55117
55071,55117
26105,55117
27075,27137
55115,55087
55009,55087
39091,39011
39003,39011
39065,39011
55003,55007
27075,55007
39097,39021
39091,39021
39159,39021
54081,54005
54039,54005
37081,37169
51141,37169
37157,37169
51089,37169
37129,37019
37141,37019
54081,54055
51071,54055
54089,54055
39053,39079
39163,39079
18151,18033
39039,18033
39171,18033
26121,26139
26081,26139
26077,26149
26023,26149
26025,26149
55067,55115
55078,55115
55009,55115
55083,55115
39129,39097
39159,39097
39049,39097
51071,51155
51063,51155
51121,51155
54053,39053
39163,39053
39105,39053
37051,37017
37163,37017
37141,37017
39039,39125
39137,39125
37157,37081
37001,37081
51063,51141
51089,51141
51067,51141
54039,54081
54089,54081
54019,54081
39049,39129
39073,39129
39045,39129
39159,39091
39065,39091
54053,54079
54039,54079
54035,54079
37085,37051
37163,37051
39137,39003
39065,39003
39063,39003
37037,37105
37085,37105
26023,18151
39171,18151
26059,18151
55078,55067
55085,55067
55083,55067
55041,55067
55051,55003
27075,55003
26053,55003
27031,55003
26131,55003
26127,26121
26081,26121
26123,26121
54089,51071
51121,51071
54063,51071
51045,51071
55083,55078
51121,51063
51161,51063
51067,51063
55125,55085
55041,55085
39105,54053
54035,54053
39073,39163
39105,39163
39009,39163
26023,26077
26025,26077
26015,26077
37085,37037
37001,37037
37135,37037
37063,37037
37183,37037
55125,55051
26053,55051
55071,55009
55083,55009
55061,55009
55029,55009
39137,39039
39171,39039
39069,39039
51089,37157
37001,37157
37033,37157
51143,37157
51067,51089
51143,51089
54019,54039
54035,54039
54087,54039
54015,54039
54067,54039
26059,26023
26025,26023
39069,39137
39063,39137
39173,39137
37163,37085
37183,37085
37101,37085
54019,54089
54063,54089
54025,54089
39049,39159
39065,39159
39041,39159
39101,39159
37141,37129
37135,37001
37033,37001
51161,51121
51045,51121
39045,39049
39041,39049
39089,39049
39063,39065
39101,39065
39175,39065
26059,39171
39069,39171
39051,39171
39045,39073
39009,39073
39127,39073
26105,26127
26123,26127
26085,26127
54067,54019
54025,54019
26105,55071
55061,55071
26101,55071
54035,39105
39009,39105
54107,39105
37141,37163
37061,37163
37101,37163
37191,37163
27031,27075
39127,39045
39089,39045
51045,54063
54025,54063
51005,54063
26053,55125
55041,55125
26071,55125
55041,55083
55075,55083
55029,55083
54087,54035
54105,54035
54107,54035
37061,37141
37133,37141
26025,26059
39051,26059
26091,26059
26075,26059
39101,39041
39089,39041
39117,39041
39083,39041
39063,39069
39051,39069
39173,39069
39095,39069
26015,26025
26045,26025
26075,26025
37033,37135
37063,37135
37145,37135
39127,39009
54107,39009
39115,39009
39167,39009
51067,51161
51045,51161
51023,51161
51019,51161
51143,51067
51019,51067
39175,39063
39173,39063
39147,39063
26081,26015
26045,26015
26067,26015
51143,37033
37145,37033
51083,37033
26071,26053
26131,26053
55075,55041
55037,55041
26071,55041
51023,51045
51005,51045
39175,39101
39117,39101
39033,39101
54015,54087
54105,54087
54013,54087
26123,26105
26101,26105
26085,26105
54067,54015
54013,54015
54007,54015
26091,39051
39095,39051
39089,39127
39115,39127
39119,39127
37183,37063
37145,37063
37077,37063
39033,39175
39147,39175
37101,37183
37077,37183
37069,37183
37127,37183
37191,37061
37133,37061
37107,37061
37103,37061
26123,26081
26067,26081
26117,26081
54025,54067
54007,54067
54101,54067
37191,37101
37069,37101
37195,37101
37127,37101
26101,55061
55029,55061
26019,55061
51005,54025
54101,54025
54075,54025
51017,54025
39083,39089
39119,39089
39031,39089
54107,54105
54013,54105
54085,54105
51019,51143
51083,51143
51031,51143
39033,39117
39083,39117
39139,39117
39147,39173
39143,39173
39095,39173
39123,39173
39167,54107
54085,54107
54073,54107
55037,55075
55029,55075
26109,55075
26043,55075
37077,37145
51083,37145
39167,39115
39119,39115
39121,39115
26075,26045
26067,26045
26065,26045
26037,26045
54007,54013
54021,54013
54085,54013
26075,26091
39095,26091
26161,26091
26115,26091
26065,26075
26161,26075
26093,26075
37107,37191
37195,37191
37079,37191
37103,37133
37031,37133
26117,26123
26085,26123
26107,26123
26133,26123
26071,55037
26043,55037
39147,39033
39139,39033
39077,39033
26117,26067
26037,26067
26057,26067
51005,51023
51019,51023
51163,51023
51017,51005
51163,51005
26085,26101
26019,26101
26165,26101
26055,26101
39139,39083
39031,39083
39005,39083
39075,39083
39143,39147
39077,39147
54073,39167
39121,39167
54095,39167
39111,39167
51083,37077
37069,37077
37181,37077
51117,37077
51031,51019
51163,51019
51009,51019
39121,39119
39031,39119
39059,39119
54021,54007
54101,54007
54041,54007
26131,27031
26083,27031
26131,26071
26043,26071
26013,26071
26061,26071
26103,26071
51031,51083
51037,51083
51117,51083
54085,54021
54041,54021
54017,54021
37103,37107
37079,37107
37049,37107
37147,37107
54073,54085
54017,54085
54095,54085
54075,54101
54041,54101
54097,54101
54083,54101
39123,39143
39077,39143
39043,39143
26115,39095
39123,39095
37181,37069
37127,37069
37185,37069
37083,37069
39077,39139
39005,39139
26107,26117
26037,26117
26057,26117
26073,26117
54095,54073
26037,26065
26093,26065
26155,26065
26019,55029
26109,55029
26041,55029
26089,55029
37079,37195
37127,37195
37147,37195
37065,37195
37049,37103
37031,37103
26107,26085
26133,26085
26165,26085
37147,37079
39059,39121
39111,39121
39013,39121
51117,37181
37185,37181
26165,26019
26089,26019
26055,26019
39059,39031
39075,39031
39157,39031
51037,51031
51009,51031
51011,51031
26043,26109
26041,26109
26103,26109
26133,26107
26073,26107
26035,26107
26057,26037
26155,26037
26115,26161
26093,26161
26163,26161
26125,26161
26061,26131
26083,26131
26163,26115
37185,37127
37065,37127
37083,37127
51017,54075
51091,54075
54083,54075
54071,54075
51163,51017
51091,51017
51015,51017
39043,39123
39005,39077
39043,39077
39093,39077
26103,26043
39075,39005
39169,39005
39103,39005
39093,39005
51009,51163
51125,51163
51015,51163
39157,39059
39013,39059
39067,39059
54017,54041
54097,54041
54033,54041
54095,54017
54033,54017
54103,54017
39169,39075
39157,39075
39151,39075
39111,54095
54103,54095
51117,51037
51011,51037
51111,51037
51147,51037
54103,39111
39013,39111
54051,39111
37147,37049
37031,37049
37137,37049
37013,37049
37185,51117
51111,51117
51025,51117
26155,26093
26125,26093
26049,26093
37083,37185
51025,37185
37131,37185
51011,51009
51125,51009
26155,26057
26073,26057
26145,26057
26111,26057
54033,54097
54083,54097
54001,54097
26073,26133
26165,26133
26035,26133
26113,26133
37065,37147
37013,37147
37117,37147
37083,37065
37117,37065
26145,26155
26049,26155
51147,51011
51125,51011
51029,51011
26061,26013
26103,26013
26035,26073
26111,26073
26051,26073
26055,26165
26113,26165
26079,26165
26103,26061
26083,26061
39103,39169
39151,39169
39153,39169
51015,51091
54071,51091
54103,54033
54001,54033
54049,54033
54091,54033
39067,39157
39151,39157
39019,39157
39093,39043
26125,26163
26099,26163
54051,54103
54049,54103
54061,54103
42059,54103
54001,54083
54071,54083
54093,54083
54023,54083
51147,51111
51025,51111
51135,51111
37137,37031
37095,37031
37117,37083
37131,37083
37015,37083
39067,39013
54051,39013
54069,39013
39081,39013
51029,51147
51135,51147
51049,51147
51007,51147
51015,51125
51029,51125
51003,51125
37013,37137
37095,37137
26089,26041
26103,26041
26153,26041
26003,26041
39093,39103
39153,39103
39035,39103
39019,39067
39081,39067
26111,26035
26113,26035
26051,26035
26143,26035
54071,51015
51003,51015
51165,51015
54069,54051
42059,54051
42125,54051
39035,39093
54091,54001
54093,54001
54077,54001
26049,26125
26099,26125
26087,26125
37117,37013
37187,37013
37095,37013
26055,26089
26009,26089
26153,26089
26029,26089
26111,26145
26049,26145
26017,26145
26157,26145
37015,37117
37187,37117
26113,26055
26079,26055
26009,26055
26051,26111
26017,26111
51135,51025
37131,51025
51081,51025
51053,51025
26087,26049
26157,26049
51049,51029
51003,51029
51065,51029
26079,26113
26143,26113
26039,26113
54091,54049
54061,54049
54061,54091
54077,54091
39019,39151
39153,39151
39133,39151
39029,39151
39099,39151
51007,51135
51053,51135
26083,26103
26003,26103
39081,39019
39029,39019
51081,37131
37015,37131
37091,37131
51175,37131
51165,54071
54023,54071
54031,54071
39081,54069
54009,54069
42125,54069
51053,51081
51175,51081
51183,51081
39133,39153
39035,39153
39055,39153
51007,51049
51065,51049
51145,51049
51075,51049
26017,26051
26143,26051
26129,26051
26011,26051
42059,54061
54077,54061
42051,54061
54009,39081
54029,39081
39029,39081
37187,37015
37091,37015
37041,37015
54077,54093
54023,54093
42125,42059
42051,42059
26143,26079
26009,26079
26039,26079
26137,26079
51053,51007
51145,51007
51041,51007
51165,51003
51065,51003
51079,51003
51109,51003
51137,51003
54029,54009
42125,54009
26087,26099
26147,26099
26157,26017
26011,26017
26063,26017
26039,26143
26129,26143
26135,26143
51079,51165
54031,51165
51139,51165
51171,51165
51075,51065
51109,51065
51183,51053
51041,51053
51149,51053
26157,26087
26147,26087
26151,26087
54023,54077
42051,54077
24023,54077
37095,37187
37041,37187
37177,37187
37143,37187
51175,37091
37041,37091
37073,37091
26039,26009
26029,26009
26137,26009
39035,39133
39099,39133
39055,39133
39155,39133
42125,54029
39029,54029
42007,54029
51075,51145
51041,51145
51087,51145
37177,37095
37055,37095
42051,42125
42007,42125
42003,42125
42129,42125
39099,39029
42007,39029
42073,39029
39055,39035
39085,39035
26151,26157
26063,26157
26029,26153
26003,26153
26097,26153
26095,26153
54031,54023
24023,54023
54057,54023
54027,54023
26003,26083
51139,51079
51113,51079
51137,51079
51183,51175
37073,51175
51093,51175
51181,51175
51149,51183
51181,51183
37073,37041
37143,37041
26129,26039
26137,26039
26135,26039
26119,26039
51041,51075
51109,51075
51087,51075
51085,51075
51149,51041
51087,51041
51036,51041
26137,26029
26047,26029
26097,26029
26031,26029
26151,26147
26011,26129
26135,26129
26069,26129
26001,26129
39155,39099
42073,39099
42085,39099
37143,37073
37139,37073
37029,37073
26063,26011
26069,26011
39085,39055
39155,39055
39007,39055
51137,51109
51085,51109
51177,51109
51171,54031
54057,54031
54027,54031
51069,54031
24023,42051
42129,42051
42111,42051
51113,51139
51171,51139
51157,51139
51187,51139
42003,42007
42073,42007
42019,42007
54057,24023
24001,24023
42111,24023
51137,51113
51157,51113
51047,51113
37143,37177
37055,37177
37139,37177
37029,37177
37053,37177
37139,37143
51181,51149
51036,51149
51187,51171
51069,51171
39007,39085
26135,26137
26119,26137
26031,26137
51047,51137
51177,51137
42129,42003
42019,42003
42005,42003
42085,39155
39007,39155
42039,39155
51085,51087
51036,51087
51127,51087
54027,54057
24001,54057
26119,26135
26069,26135
26007,26135
26001,26135
37053,37055
51177,51085
51127,51085
51101,51085
51033,51085
37029,37139
42019,42073
42085,42073
51181,51093
51095,51093
26097,26047
26031,26047
51036,51181
51095,51181
51127,51036
51095,51036
51047,51157
51187,51157
51061,51157
26063,26151
51177,51047
51061,51047
51179,51047
37053,37029
26095,26003
51033,51177
51179,51177
24001,54027
51069,54027
54065,54027
42111,42129
42005,42129
42063,42129
42021,42129
51069,51187
51061,51187
51043,51187
26031,26119
26007,26119
26001,26119
26141,26119
51095,51127
51101,51127
51097,51127
26031,26097
26095,26097
26033,26097
26141,26097
51097,51095
51199,51095
51073,51095
42085,42019
42005,42019
42121,42019
42031,42019
26069,26063
51033,51101
51097,51101
51097,51033
51179,51033
